,tol_inf,tol_sup,train_split,channels,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
739,0.2,0.7,0.2,64,1.0,0.6290322580645161,0.7722772277227723,62,0.30303030303030304,1.0,0.4651162790697675,10,0.6515151515151515,0.814516129032258,0.61869675339627,72,0.9031986531986532,0.6805555555555556,0.7296159848542995,72,0.6805555555555556
740,0.2,0.7,0.2,64,0.9076923076923077,0.9516129032258065,0.9291338582677167,62,0.5714285714285714,0.4,0.47058823529411764,10,0.7395604395604396,0.6758064516129032,0.6998610467809172,72,0.860989010989011,0.875,0.8654469661880501,72,0.875
741,0.2,0.7,0.2,64,1.0,0.45161290322580644,0.6222222222222222,62,0.22727272727272727,1.0,0.37037037037037035,10,0.6136363636363636,0.7258064516129032,0.4962962962962963,72,0.8926767676767676,0.5277777777777778,0.5872427983539095,72,0.5277777777777778
742,0.2,0.7,0.2,64,0.9655172413793104,0.9032258064516129,0.9333333333333333,62,0.5714285714285714,0.8,0.6666666666666666,10,0.7684729064039408,0.8516129032258064,0.8,72,0.9107827038861522,0.8888888888888888,0.8962962962962963,72,0.8888888888888888
743,0.2,0.7,0.2,64,1.0,0.1935483870967742,0.3243243243243243,62,0.16666666666666666,1.0,0.2857142857142857,10,0.5833333333333334,0.5967741935483871,0.30501930501930496,72,0.8842592592592592,0.3055555555555556,0.3189618189618189,72,0.3055555555555556
744,0.2,0.7,0.2,64,0.8923076923076924,0.9354838709677419,0.9133858267716536,62,0.42857142857142855,0.3,0.3529411764705882,10,0.6604395604395604,0.6177419354838709,0.6331635016211209,72,0.827899877899878,0.8472222222222222,0.8355462920076168,72,0.8472222222222222
745,0.2,0.7,0.2,64,0.9193548387096774,0.9193548387096774,0.9193548387096774,62,0.5,0.5,0.5,10,0.7096774193548387,0.7096774193548387,0.7096774193548387,72,0.8611111111111112,0.8611111111111112,0.8611111111111112,72,0.8611111111111112
746,0.2,0.7,0.2,64,0.9433962264150944,0.8064516129032258,0.8695652173913043,62,0.3684210526315789,0.7,0.48275862068965514,10,0.6559086395233367,0.7532258064516129,0.6761619190404797,72,0.8635385633896061,0.7916666666666666,0.8158420789605196,72,0.7916666666666666
747,0.2,0.7,0.2,64,0.9242424242424242,0.9838709677419355,0.9531249999999999,62,0.8333333333333334,0.5,0.625,10,0.8787878787878788,0.7419354838709677,0.7890625,72,0.9116161616161614,0.9166666666666666,0.9075520833333334,72,0.9166666666666666
748,0.2,0.7,0.2,64,0.9795918367346939,0.7741935483870968,0.8648648648648648,62,0.391304347826087,0.9,0.5454545454545454,10,0.6854480922803904,0.8370967741935484,0.7051597051597052,72,0.8978852410529429,0.7916666666666666,0.8205023205023205,72,0.7916666666666666
