,tol_inf,tol_sup,embedding_d,train_split,dropout,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
2908,0.2,0.7,64,0.4,0.3,0.9473684210526315,0.9,0.9230769230769231,60,0.45454545454545453,0.625,0.5263157894736842,8,0.700956937799043,0.7625,0.7246963562753037,68,0.8893892485223753,0.8676470588235294,0.8763991426530127,68,0.8676470588235294
2909,0.2,0.7,64,0.4,0.3,0.9565217391304348,0.36666666666666664,0.5301204819277108,60,0.15555555555555556,0.875,0.26415094339622647,8,0.5560386473429952,0.6208333333333333,0.3971357126619686,68,0.8622904234157431,0.4264705882352941,0.4988299479828303,68,0.4264705882352941
2910,0.2,0.7,64,0.4,0.3,0.9344262295081968,0.95,0.9421487603305784,60,0.5714285714285714,0.5,0.5333333333333333,8,0.7529274004683841,0.725,0.7377410468319558,68,0.8917206226752996,0.8970588235294118,0.8940528277426671,68,0.8970588235294118
2911,0.2,0.7,64,0.4,0.3,0.9215686274509803,0.7833333333333333,0.8468468468468469,60,0.23529411764705882,0.5,0.31999999999999995,8,0.5784313725490196,0.6416666666666666,0.5834234234234235,68,0.8408304498269895,0.75,0.784864864864865,68,0.75
2912,0.2,0.7,64,0.4,0.3,1.0,0.7666666666666667,0.8679245283018869,60,0.36363636363636365,1.0,0.5333333333333333,8,0.6818181818181819,0.8833333333333333,0.7006289308176101,68,0.9251336898395721,0.7941176470588235,0.8285608583055866,68,0.7941176470588235
2913,0.2,0.7,64,0.4,0.3,0.9607843137254902,0.8166666666666667,0.882882882882883,60,0.35294117647058826,0.75,0.48,8,0.6568627450980392,0.7833333333333333,0.6814414414414415,68,0.889273356401384,0.8088235294117647,0.8354848966613673,68,0.8088235294117647
2914,0.2,0.7,64,0.4,0.3,0.9574468085106383,0.75,0.8411214953271028,60,0.2857142857142857,0.75,0.4137931034482759,8,0.621580547112462,0.75,0.6274572993876893,68,0.878419452887538,0.75,0.7908475668707702,68,0.75
2915,0.2,0.7,64,0.4,0.3,1.0,0.7,0.8235294117647058,60,0.3076923076923077,1.0,0.47058823529411764,8,0.6538461538461539,0.85,0.6470588235294117,68,0.918552036199095,0.7352941176470589,0.7820069204152249,68,0.7352941176470589
2916,0.2,0.7,64,0.4,0.3,0.9433962264150944,0.8333333333333334,0.8849557522123894,60,0.3333333333333333,0.625,0.43478260869565216,8,0.6383647798742138,0.7291666666666667,0.6598691804540208,68,0.8716241213466518,0.8088235294117647,0.8319942059163027,68,0.8088235294117647
2917,0.2,0.7,64,0.4,0.3,1.0,0.6333333333333333,0.7755102040816326,60,0.26666666666666666,1.0,0.4210526315789474,8,0.6333333333333333,0.8166666666666667,0.59828141783029,68,0.9137254901960784,0.6764705882352942,0.7338093131989638,68,0.6764705882352942
2918,0.2,0.7,64,0.4,0.3,0.9423076923076923,0.8166666666666667,0.8749999999999999,60,0.3125,0.625,0.4166666666666667,8,0.6274038461538461,0.7208333333333333,0.6458333333333333,68,0.8682126696832579,0.7941176470588235,0.821078431372549,68,0.7941176470588235
2919,0.2,0.7,64,0.4,0.3,0.94,0.7833333333333333,0.8545454545454546,60,0.2777777777777778,0.625,0.3846153846153846,8,0.6088888888888888,0.7041666666666666,0.6195804195804195,68,0.8620915032679738,0.7647058823529411,0.7992595639654463,68,0.7647058823529411
2920,0.2,0.7,64,0.4,0.3,0.9322033898305084,0.9166666666666666,0.9243697478991596,60,0.4444444444444444,0.5,0.47058823529411764,8,0.6883239171374764,0.7083333333333333,0.6974789915966386,68,0.8748199844909715,0.8676470588235294,0.8709836875926841,68,0.8676470588235294
2921,0.2,0.7,64,0.4,0.3,0.9642857142857143,0.45,0.6136363636363636,60,0.175,0.875,0.29166666666666663,8,0.5696428571428571,0.6625,0.45265151515151514,68,0.8714285714285714,0.5,0.5757575757575758,68,0.5
