,embedding_d,channels,train_split,mse,mae,r2
234,32,32,0.5,0.36083177,0.4503642,-0.21804542874679878
235,32,32,0.5,0.44435236,0.5271817,0.08700235249852761
236,32,32,0.5,0.5337238,0.61511505,-1.7389941761463175
237,32,32,0.5,0.55299383,0.5853817,-0.2822608947987917
238,32,32,0.5,0.45603335,0.5347573,-0.11167274052664289
239,32,32,0.5,0.7310881,0.65164906,-0.5237048551290377
240,32,32,0.5,0.43890512,0.53222495,-0.22035774883581416
241,32,32,0.5,0.36387068,0.46912184,0.016842587911873208
242,32,32,0.5,0.6969308,0.67724323,-0.3684509225029542
243,32,32,0.5,0.57438385,0.5918674,-0.37712676166655923
244,32,32,0.5,0.46427083,0.5517055,-0.3043362638401583
245,32,32,0.5,0.89696,0.7430195,-1.0848852004818124
246,32,32,0.5,0.7013116,0.6372942,-1.466537084320572
247,32,32,0.5,0.35385185,0.46642664,0.11188395444661414
248,32,32,0.5,0.49244168,0.5646859,-0.08634617582161996
249,32,32,0.5,0.5203888,0.5708121,-0.19144285020448248
250,32,32,0.1,0.80276257,0.78394884,-1.245712018417806
251,32,32,0.1,0.60327464,0.5660183,-0.5751633612154663
252,32,32,0.1,0.48143178,0.5506668,-0.3465500997490174
253,32,32,0.1,0.61119044,0.59805053,-0.49814780818589144
254,32,32,0.1,0.49131024,0.49589273,-0.14529095894113242
255,32,32,0.1,0.6768701,0.7238852,-0.8670358010352912
256,32,32,0.1,0.58432204,0.54661876,-0.4255116073116907
257,32,32,0.1,0.48852512,0.5088195,-0.13606821922841017
258,32,32,0.1,0.44402793,0.51689893,-0.0449540993424935
259,32,32,0.1,0.5315165,0.54996085,-0.27001977183362547
260,32,32,0.1,0.5804195,0.60171247,-0.5893595009976564
261,32,32,0.1,0.734192,0.6638377,-0.909050847974392
262,32,32,0.1,0.40214035,0.5413421,-0.019612962066233752
263,32,32,0.1,0.6147916,0.6562855,-0.81541402193186
264,32,32,0.1,0.512837,0.5155015,-0.2626233576863326
265,32,32,0.1,0.45154682,0.4955187,-0.05501580840264375
266,32,32,0.1,0.76386565,0.6512919,-0.9578484878149105
267,32,32,0.1,0.4800124,0.5657069,-0.41530928368562336
268,32,32,0.1,0.47384602,0.5242972,-0.21299061344380288
269,32,32,0.1,1.1812193,0.9847693,-2.668841633219589
270,32,32,0.1,0.4680792,0.49328837,-0.09233067279586837
271,32,32,0.1,0.49577394,0.5755769,-0.37888982626792633
272,32,32,0.1,0.57450837,0.5407735,-0.47611079234161213
273,32,32,0.1,0.42276585,0.479487,-0.13864669026133303
274,32,32,0.1,0.42167845,0.54012305,-0.07147822429893047
275,32,32,0.1,0.43209302,0.5469279,-0.28754950973652327
276,32,32,0.1,0.36337084,0.50369203,-0.023785858842757968
277,32,32,0.1,0.5887139,0.6191429,-0.5388205930255425
278,32,32,0.1,0.59502625,0.71237546,-0.6610917059053327
279,32,32,0.1,0.43422955,0.5778863,-0.08726986978241658
280,32,32,0.1,0.48390666,0.5983531,-0.364673835947652
281,32,32,0.1,0.51060486,0.6210396,-0.4087263219230717
282,32,32,0.1,0.6277137,0.57981944,-0.5789891628617214
283,32,32,0.1,0.4669824,0.50681704,-0.09980144436514138
284,32,32,0.1,0.5284465,0.60210496,-0.3513979503897009
285,32,32,0.1,0.49501356,0.6226305,-0.2378397256984235
286,32,32,0.1,0.43329078,0.5294472,-0.09199943816465828
287,32,32,0.1,0.904051,0.6638925,-1.5079879000247751
288,32,32,0.1,0.4463663,0.49311122,-0.040744266834617404
289,32,32,0.1,0.4472662,0.49167994,-0.18250455755751438
290,32,32,0.1,0.5318515,0.5456065,-0.31853874978219765
291,32,32,0.1,1.0905288,0.84344864,-2.0773467382925697
292,32,32,0.1,0.5848163,0.5924137,-0.6027509423717654
293,32,32,0.1,0.67804664,0.6469947,-0.7205776953736125
294,32,32,0.1,0.40345317,0.47607014,-0.038309292888966784
295,32,32,0.1,0.5714736,0.6480321,-0.42940314192437357
296,32,32,0.1,0.77529395,0.8088581,-1.1392920223666185
297,32,32,0.1,0.46562025,0.58075243,-0.17780358485930048
298,32,32,0.1,0.46900713,0.51308745,-0.18330005170801034
299,32,32,0.1,0.45257542,0.49366316,-0.045427318503511005
300,32,32,0.2,0.82242924,0.7155105,-1.176959945826868
301,32,32,0.2,0.44066057,0.55692476,-0.35963267706244473
302,32,32,0.2,0.5577032,0.5667388,-0.24014811367386213
303,32,32,0.2,0.5075436,0.5298238,-0.10394672391081317
304,32,32,0.2,0.41412386,0.49569842,0.039407982357395954
305,32,32,0.2,0.60384387,0.5535995,-0.5914149744925234
306,32,32,0.2,0.5521842,0.56529725,-0.41438413505376737
307,32,32,0.2,0.62348974,0.5885087,-0.4446282415087366
308,32,32,0.2,0.4579339,0.51799643,-0.13182488712289042
309,32,32,0.2,0.45530957,0.5990128,-0.32789447732715193
310,32,32,0.2,0.44503447,0.53122956,-0.10983101456296773
311,32,32,0.2,0.5952322,0.5613254,-0.6259638150290947
312,32,32,0.2,0.4116661,0.57752484,-0.02801633841668072
313,32,32,0.2,1.0518758,0.8524768,-2.1985117426722023
314,32,32,0.2,0.43231556,0.55044943,-0.17464302064652593
315,32,32,0.2,0.43743798,0.5256229,-0.08234835636386406
316,32,32,0.2,0.5933748,0.5812205,-0.31899115049625526
317,32,32,0.2,0.6242207,0.59985346,-0.44884246490797697
