,tol_inf,tol_sup,embedding_d,train_split,dropout,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,non-critical_precision,non-critical_recall,non-critical_f1-score,non-critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
30,0.1,0.5,16,0.2,0.3,0.6428571428571429,0.1875,0.2903225806451613,48,0.3,0.6521739130434783,0.410958904109589,23,0.0,0.0,0.0,4,0.3142857142857143,0.2798913043478261,0.23376049491825013,75,0.5034285714285714,0.32,0.3118338488731772,75,0.32
31,0.1,0.5,16,0.2,0.3,0.5,0.125,0.2,48,0.25,0.43478260869565216,0.3174603174603175,23,0.13043478260869565,0.75,0.22222222222222218,4,0.29347826086956524,0.4365942028985507,0.24656084656084656,75,0.4036231884057971,0.25333333333333335,0.23720634920634925,75,0.25333333333333335
32,0.1,0.5,16,0.2,0.3,0.6521739130434783,0.625,0.6382978723404256,48,0.6666666666666666,0.17391304347826086,0.27586206896551724,23,0.0,0.0,0.0,4,0.4396135265700483,0.266304347826087,0.3047199804353143,75,0.6218357487922705,0.4533333333333333,0.4931083394472976,75,0.4533333333333333
33,0.1,0.5,16,0.2,0.3,0.7272727272727273,0.16666666666666666,0.2711864406779661,48,0.20833333333333334,0.43478260869565216,0.28169014084507044,23,0.125,0.5,0.2,4,0.35353535353535354,0.3671497584541063,0.25095886050767885,75,0.5360101010101009,0.26666666666666666,0.2706109652263866,75,0.26666666666666666
34,0.1,0.5,16,0.2,0.3,0.5945945945945946,0.4583333333333333,0.5176470588235293,48,0.21212121212121213,0.30434782608695654,0.25,23,0.2,0.25,0.22222222222222224,4,0.3355719355719356,0.33756038647342995,0.3299564270152505,75,0.4562577122577123,0.4,0.4198126361655773,75,0.4
35,0.1,0.5,16,0.2,0.3,1.0,0.3541666666666667,0.5230769230769231,48,0.5714285714285714,0.6956521739130435,0.6274509803921569,23,0.1,0.75,0.17647058823529416,4,0.5571428571428572,0.5999396135265701,0.44233283056812467,75,0.8205714285714285,0.48,0.5365992961287079,75,0.48
36,0.1,0.5,16,0.2,0.3,0.7555555555555555,0.7083333333333334,0.7311827956989247,48,0.875,0.30434782608695654,0.4516129032258065,23,0.09090909090909091,0.5,0.15384615384615385,4,0.5738215488215488,0.5042270531400966,0.4455472842569617,75,0.7567373737373738,0.5733333333333334,0.614656741108354,75,0.5733333333333334
37,0.1,0.5,16,0.2,0.3,0.7647058823529411,0.2708333333333333,0.39999999999999997,48,0.5,0.13043478260869565,0.20689655172413793,23,0.038461538461538464,0.5,0.07142857142857144,4,0.4343891402714932,0.30042270531400966,0.22610837438423645,75,0.6447963800904977,0.24,0.32325779967159274,75,0.24
38,0.1,0.5,16,0.2,0.3,0.5384615384615384,0.14583333333333334,0.22950819672131148,48,0.2926829268292683,0.5217391304347826,0.375,23,0.0,0.0,0.0,4,0.27704815509693553,0.222524154589372,0.20150273224043716,75,0.4343714821763603,0.25333333333333335,0.2618852459016393,75,0.25333333333333335
39,0.1,0.5,16,0.2,0.3,0.6875,0.4583333333333333,0.5499999999999999,48,0.45454545454545453,0.21739130434782608,0.29411764705882354,23,0.0,0.0,0.0,4,0.3806818181818182,0.2252415458937198,0.2813725490196078,75,0.5793939393939394,0.36,0.44219607843137254,75,0.36
40,0.1,0.5,16,0.2,0.3,0.68,0.7083333333333334,0.6938775510204083,48,0.5384615384615384,0.30434782608695654,0.3888888888888889,23,0.0,0.0,0.0,4,0.40615384615384614,0.33756038647343,0.36092214663643235,75,0.6003282051282052,0.5466666666666666,0.5633408919123205,75,0.5466666666666666
41,0.1,0.5,16,0.2,0.3,0.5833333333333334,0.14583333333333334,0.23333333333333336,48,0.41379310344827586,0.5217391304347826,0.4615384615384615,23,0.058823529411764705,0.5,0.10526315789473684,4,0.351983322064458,0.38919082125603865,0.26671165092217725,75,0.503367139959432,0.28,0.29648582995951417,75,0.28
